LOCATION,INDICATOR,SUBJECT,MEASURE,FREQUENCY,TIME,Value,Flag Codes
NZL,MFP,TOT,AGRWTH,A,2017,0.185464,
NZL,MFP,TOT,AGRWTH,A,2018,1.702379,
NZL,MFP,TOT,AGRWTH,A,2019,-0.945548,
NZL,MFP,TOT,AGRWTH,A,2020,-0.000397,
NZL,MFP,TOT,AGRWTH,A,2021,1.073758,
PRT,MFP,TOT,AGRWTH,A,1985,3.03347,
PRT,MFP,TOT,AGRWTH,A,1986,3.934401,
PRT,MFP,TOT,AGRWTH,A,1987,3.036261,
PRT,MFP,TOT,AGRWTH,A,1988,4.62811,
PRT,MFP,TOT,AGRWTH,A,1989,3.081138,
PRT,MFP,TOT,AGRWTH,A,1990,1.61543,
PRT,MFP,TOT,AGRWTH,A,1991,3.474974,
PRT,MFP,TOT,AGRWTH,A,1992,1.483192,
PRT,MFP,TOT,AGRWTH,A,1993,-1.61826,
PRT,MFP,TOT,AGRWTH,A,1994,-0.382882,
PRT,MFP,TOT,AGRWTH,A,1995,0.964207,
PRT,MFP,TOT,AGRWTH,A,1996,0.97636,
PRT,MFP,TOT,AGRWTH,A,1997,1.127474,
PRT,MFP,TOT,AGRWTH,A,1998,0.177569,
PRT,MFP,TOT,AGRWTH,A,1999,0.748879,
PRT,MFP,TOT,AGRWTH,A,2000,-0.152835,
PRT,MFP,TOT,AGRWTH,A,2001,-0.428952,
PRT,MFP,TOT,AGRWTH,A,2002,-0.714805,
PRT,MFP,TOT,AGRWTH,A,2003,-1.187435,
PRT,MFP,TOT,AGRWTH,A,2004,0.842241,
PRT,MFP,TOT,AGRWTH,A,2005,-0.112354,
PRT,MFP,TOT,AGRWTH,A,2006,0.65732,
PRT,MFP,TOT,AGRWTH,A,2007,0.567913,
PRT,MFP,TOT,AGRWTH,A,2008,-0.733906,
PRT,MFP,TOT,AGRWTH,A,2009,-2.217531,
PRT,MFP,TOT,AGRWTH,A,2010,1.613217,
PRT,MFP,TOT,AGRWTH,A,2011,-0.145326,
PRT,MFP,TOT,AGRWTH,A,2012,-0.923711,
PRT,MFP,TOT,AGRWTH,A,2013,0.493584,
PRT,MFP,TOT,AGRWTH,A,2014,-0.687365,
PRT,MFP,TOT,AGRWTH,A,2015,0.236296,
PRT,MFP,TOT,AGRWTH,A,2016,0.333994,
PRT,MFP,TOT,AGRWTH,A,2017,1.05096,
PRT,MFP,TOT,AGRWTH,A,2018,0.07938,
PRT,MFP,TOT,AGRWTH,A,2019,1.126374,
PRT,MFP,TOT,AGRWTH,A,2020,-2.043349,
ESP,MFP,TOT,AGRWTH,A,1985,2.848579,
ESP,MFP,TOT,AGRWTH,A,1986,0.98475,
ESP,MFP,TOT,AGRWTH,A,1987,1.133969,
ESP,MFP,TOT,AGRWTH,A,1988,1.25365,
ESP,MFP,TOT,AGRWTH,A,1989,1.034278,
ESP,MFP,TOT,AGRWTH,A,1990,-0.648629,
ESP,MFP,TOT,AGRWTH,A,1991,-0.11581,
ESP,MFP,TOT,AGRWTH,A,1992,1.248846,
ESP,MFP,TOT,AGRWTH,A,1993,0.821845,
ESP,MFP,TOT,AGRWTH,A,1994,1.991162,
ESP,MFP,TOT,AGRWTH,A,1995,0.34205,
ESP,MFP,TOT,AGRWTH,A,1996,0.492521,
ESP,MFP,TOT,AGRWTH,A,1997,-0.360345,
ESP,MFP,TOT,AGRWTH,A,1998,-0.624421,
ESP,MFP,TOT,AGRWTH,A,1999,-0.656576,
ESP,MFP,TOT,AGRWTH,A,2000,0.167599,
ESP,MFP,TOT,AGRWTH,A,2001,-0.289911,
ESP,MFP,TOT,AGRWTH,A,2002,-0.481971,
ESP,MFP,TOT,AGRWTH,A,2003,-0.362898,
ESP,MFP,TOT,AGRWTH,A,2004,-0.312154,
ESP,MFP,TOT,AGRWTH,A,2005,-0.167079,
ESP,MFP,TOT,AGRWTH,A,2006,0.001982,
ESP,MFP,TOT,AGRWTH,A,2007,0.20235,
ESP,MFP,TOT,AGRWTH,A,2008,-0.97128,
ESP,MFP,TOT,AGRWTH,A,2009,-0.256946,
ESP,MFP,TOT,AGRWTH,A,2010,0.876885,
ESP,MFP,TOT,AGRWTH,A,2011,-0.011417,
ESP,MFP,TOT,AGRWTH,A,2012,-0.26782,
ESP,MFP,TOT,AGRWTH,A,2013,0.025753,
ESP,MFP,TOT,AGRWTH,A,2014,0.172636,
ESP,MFP,TOT,AGRWTH,A,2015,1.14995,
ESP,MFP,TOT,AGRWTH,A,2016,0.667519,
ESP,MFP,TOT,AGRWTH,A,2017,0.929364,
ESP,MFP,TOT,AGRWTH,A,2018,-0.017095,
ESP,MFP,TOT,AGRWTH,A,2019,0.484925,
ESP,MFP,TOT,AGRWTH,A,2020,-3.648186,
SWE,MFP,TOT,AGRWTH,A,1985,-0.301896,
SWE,MFP,TOT,AGRWTH,A,1986,0.853779,
SWE,MFP,TOT,AGRWTH,A,1987,0.737632,
SWE,MFP,TOT,AGRWTH,A,1988,-0.913474,
SWE,MFP,TOT,AGRWTH,A,1989,-0.149061,
SWE,MFP,TOT,AGRWTH,A,1990,-1.305258,
SWE,MFP,TOT,AGRWTH,A,1991,-0.691082,
SWE,MFP,TOT,AGRWTH,A,1992,0.268252,
SWE,MFP,TOT,AGRWTH,A,1993,-0.049678,
SWE,MFP,TOT,AGRWTH,A,1994,2.004251,
SWE,MFP,TOT,AGRWTH,A,1995,1.312041,
SWE,MFP,TOT,AGRWTH,A,1996,0.395282,
SWE,MFP,TOT,AGRWTH,A,1997,2.489839,
SWE,MFP,TOT,AGRWTH,A,1998,1.549039,
