Data Source,World Development Indicators,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Last Updated Date,10/05/2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Country Name,Country Code,Indicator Name,Indicator Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
American Samoa,ASM,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Antigua and Barbuda,ATG,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Australia,AUS,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,,,,,,,,,,,0.015371022,0.025319803,0.077245706,0.248095609,1.249831888,1.312048771,1.35846553,1.517138537,1.359184464,2.93104683,2.80222598,1.906618904,1.143925953,1.426082366,1.573876514,1.907826752,0.912782137,1.297427895,0.775504211,0.794334616,1.189278364,0.645649685,0.613094302,0.610539248,0.467145047,0.472621237,0.491721404,0.390188128,0.214859614,0.302021118,0.876745345,0.720452604,0.803940894,0.75762617,0.737890122,0.887355263,0.865992075,0.871982126,0.935960985,0.553069183,0.706854443,0.877828805,0.679385653,0.538515504,0.488872501,0.197899254,0.173168976,0.198665474,0.264744672,0.229199448,0.108188866,0.264201375,
Austria,AUT,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,,,,,,,,,,,0.013384022,0.039665667,0.04609952,0.065720815,0.290970933,0.212970292,0.204521713,0.165236138,0.141543865,0.280504201,0.266774154,0.223363426,0.135193975,0.170273904,0.175664417,0.16806179,0.045415643,0.055703585,0.04433881,0.070021056,0.076511889,0.039687374,0.035268026,0.034066845,0.027090012,0.024055679,0.032850192,0.028035191,0.008374868,0.026292283,0.061037723,0.044088403,0.042053366,0.039205024,0.048536726,0.060495703,0.066274364,0.058689956,0.088444503,0.053430235,0.059914936,0.073845969,0.084334239,0.074950157,0.076914031,0.034077696,0.023251876,0.030163833,0.042658846,0.036825509,0.017275692,0.037803787,
Azerbaijan,AZE,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.54920225,7.346525769,,35.45733159,38.31224604,20.08720273,21.60884033,15.02240926,4.884018898,17.00999803,32.94574763,23.7019954,23.25371948,23.65101381,26.83438882,37.4466296,39.58130738,36.86835137,39.50077303,26.67883009,25.51544764,29.797955,25.81778192,22.58378322,20.24630631,12.06957514,12.78256545,17.12356786,24.17241001,20.4577105,11.14768273,20.98337508,
Burundi,BDI,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Belgium,BEL,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.74E-05,0.001535044,0,0,0,0.027685928,0.046560846,0.044732367,0.039772883,0.048118822,0.015727965,0.011567822,0.020516435,0.029217776,0.027125408,0.014757698,0.031273568,
Benin,BEN,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,1.48757376,0.504680954,1.546506204,2.615754455,3.006736134,0.848821831,1.483779585,1.043156928,1.581947775,1.575616707,0.817877516,1.418244381,1.006724156,1.173227909,0.542864696,0.395654416,0.303942178,0.101033021,,,,,,0,0,0,0,0,0,0,0,0,0,0,0.053374652,0.051477356,0.087496552,0.116502415,0.097887259,0.045118241,0,
Burkina Faso,BFA,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Bangladesh,BGD,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,,,,,,,,,,,0.000599114,0.000854001,0.001050289,0.001020889,0.003965451,0.002760656,0.005780921,0.006319153,0.004245746,0.007750118,0.006261258,0.004927945,0.00355682,0.00967401,0.015034824,0.014993193,0.007659904,0.01015065,0.007747298,0.009787723,0.020320146,0.011371516,0.014044921,0.012315303,0.017204913,0.013196471,0.01780103,0.017330874,0.008010457,0.017950739,0.035323148,0.054371042,0.083750111,0.070842254,0.088665739,0.085431476,0.101110752,0.146631401,0.207602558,0.080921545,0.110401376,0.148237511,0.165239329,0.136547577,0.095958161,0.051618323,0.031494026,0.046039527,0.061302761,0.040160917,0.016478832,0.031577189,
Bulgaria,BGR,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,,,,,,,,,,,,,,,,,,,,,0.099595431,0.0770048,0.053632667,0.074329729,0.101803893,0.156159135,0.048995763,0.057964376,0.048697216,0.090587461,0.105709692,0.029203362,0.029445833,0.018779565,0.027166804,0.014559559,0.021771523,0.016131319,0.005027672,0.016364593,0.074139153,0.019228425,0.021052623,0.016183035,0.028655076,0.037174268,0.037211467,0.03206793,0.038592844,0.021653353,0.02532916,0.036727852,0.037776158,0.034005616,0.030965508,0.014848489,0.010736779,0.015053995,0.021568305,0.018498341,0.009673336,0.019392646,
Bahrain,BHR,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,,,,,,,,,,,,,,,,,,,,,68.13621254,58.06992227,33.74233688,29.04194909,31.88710605,30.41492827,23.31229589,30.03433079,23.10712121,31.14674173,37.04373747,20.48531207,20.76167698,17.95803079,14.68295291,15.24597026,18.44940244,16.4187314,10.63769586,14.79407998,18.71107805,15.00744715,14.49065385,14.9880274,16.65302134,20.09312174,20.36706147,18.99060482,21.68157688,14.4351177,17.31563295,23.39805595,20.09402347,20.8660137,18.87092669,9.824744369,7.629604327,8.937952597,11.39008112,9.848188676,6.695589232,10.93767564,
"Bahamas, The",BHS,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Bosnia and Herzegovina,BIH,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Belarus,BLR,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.445971907,0.683545757,0.67821248,0.683699222,0.662921666,0.764551766,0.962363803,0.782137211,0.225994396,0.852060708,1.788444876,1.348652499,1.17776447,1.131716333,1.174679878,1.282972708,1.210651947,1.092953403,1.199824586,0.73028672,0.772806204,1.170845541,1.044646501,0.832270804,0.734771849,0.439126031,0.386692378,0.509192772,0.814823811,0.652174604,0.365084913,0.814105821,
Belize,BLZ,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.030235666,2.156469658,2.825299992,4.547264788,2.970417883,3.813659127,5.391773591,3.61620295,2.378159237,1.668216985,0.501874228,0.324173048,0.383066806,0.502364607,0.336504089,0.135640327,0.280281956,
Bermuda,BMU,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Bolivia,BOL,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,,,,,,,,,,,0.414649791,0.66571402,0.571149783,1.030960443,3.522580078,2.991410607,2.870796681,1.70014359,1.974641963,4.449385902,5.447511638,2.841287626,1.949751171,2.519045851,2.284817996,2.147697044,1.133821494,1.980318874,1.456432954,2.140902783,2.753617551,1.373662382,1.420973171,1.393740004,1.320637645,1.675390935,2.082666214,1.645570887,1.240332977,1.831480993,3.200719159,2.701914545,3.201434367,3.578409761,5.088680927,7.330803,6.905111134,4.874828331,5.133588986,1.999018541,2.811204142,3.578821298,3.585827067,3.318388378,3.033323558,1.140247314,0.788114698,1.029867577,1.44989529,1.030319168,0.497346306,1.263351874,
Brazil,BRA,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,,,,,,,,,,,0.058087134,0.086678373,0.082981894,0.106009897,0.472519637,0.373603863,0.330242445,0.23233546,0.224772564,0.550618644,0.699999011,0.629316307,0.435449135,1.079795791,1.493311451,1.792853732,0.658041421,0.95737978,0.643872439,0.782840221,1.030886703,0.63577013,0.721680505,0.6277228,0.444187728,0.362004919,0.471367837,0.425301554,0.269584542,0.755293266,1.411798708,1.271476959,1.679332383,1.738186651,1.88707134,2.36913017,2.445565602,2.067082865,2.442437147,1.330484982,1.494367656,2.046287205,2.043708176,1.823324291,1.86374491,1.039269879,0.832280474,1.128368539,1.901115317,1.676131158,1.078727786,2.604457337,
Barbados,BRB,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,,,,,,,,,,,,,,,0.340186631,0.321305116,0.385736299,0.335836031,0.379520275,0.864958555,0.77010563,0.417196587,0.284683399,0.529135522,0.791820405,0.768484156,0.245552115,0.323893995,0.195489381,0.2505449,0.400105607,0.215801509,0.25996775,0.220950034,0.203752657,0.235890044,0.215160119,0.163644586,0.133788317,0.260829731,0.366975716,0.233968575,0.233345875,0.216001791,0.231208899,0.344768895,0.381788552,0.337029002,0.381152347,0.195379736,0.274995863,0.446502228,0.421754819,0.345790863,0.293287642,0.105085271,0.078611396,0.113958458,0.193101287,0.211318147,0.118477272,0.3093629,
Brunei Darussalam,BRN,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,,,,,,,,,,,2.741125534,2.685053328,9.212925073,23.05500067,56.65517628,52.93101182,55.27830517,52.72721153,49.15896926,,52.73964166,35.93514258,23.11959151,30.34691794,34.3361652,30.035503,22.96911355,26.78553762,19.00032323,25.64667249,30.68383826,17.84870479,19.12817311,18.79361968,16.05004497,13.79812488,16.06642735,14.83821133,8.786452445,14.77342143,23.48963055,16.7426834,16.10969992,16.68761077,19.77800854,25.95672963,30.50035667,27.52368635,26.31493928,16.69188095,20.38085707,24.19257556,20.24054167,16.49628952,14.67265484,7.679414032,6.610768627,8.335820391,11.04647686,9.000494713,3.458117812,10.37340344,
Bhutan,BTN,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Botswana,BWA,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Central African Republic,CAF,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Canada,CAN,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,,,,,,,,,,,0.426218711,0.483633891,0.590960088,0.686930362,2.38832396,2.220912772,1.950084921,2.096909538,1.98951388,4.31015133,5.019822192,3.283923748,1.976767037,2.44822333,2.266648889,2.357283234,0.99798272,1.430569598,0.88261332,1.104380275,1.487486843,1.004320074,1.084948973,1.009846096,0.96866241,1.03435296,1.296742028,0.806571446,0.351268173,0.764045567,1.471179473,0.858857509,0.955943439,1.125785762,1.497559445,1.784986815,1.797844872,1.795728604,2.540023523,1.331421712,1.360359817,1.652062577,0.873035162,1.250093555,1.165126995,0.034589158,0.471724709,0.816766635,1.505628729,1.619950096,0.888908482,2.829785289,
Central Europe and the Baltics,CEB,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,,,,,,,,,,,,,,,,,,,,,0.099595431,0.0770048,0.053632667,0.074329729,0.101803893,0.156159135,0.048995763,1.081954129,0.778391983,1.152061812,0.525294025,0.26424506,0.260104433,0.235116591,0.188547195,0.1757251,0.223456401,0.169026467,0.046646785,0.138087398,0.30927873,0.207963453,0.186777383,0.178916081,0.196763999,0.234289481,0.22750622,0.206022289,0.238871308,0.144263829,0.149129736,0.214678105,0.221016843,0.201987446,0.181818266,0.089093425,0.066812282,0.088627529,0.126951717,0.113103039,0.059119902,0.122154303,
Switzerland,CHE,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000185269,0.000317766,0.000637119,0.000749164,0.000960014,0.000203203,0.000301351,0.000356658,0.000416319,0.000268215,0.000243487,0.000125064,0.00011666,0.000178578,0.000217357,0.000444795,0.000231252,0.00051229,
Channel Islands,CHI,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chile,CHL,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,,,,,,,,,,,0.056226631,0.077364463,0.082882645,0.10426418,0.606349741,1.236148069,0.979511539,0.607553508,0.582775441,1.117998503,1.039796354,0.903989201,0.772552374,1.18928887,1.180489724,1.175711128,0.409029922,0.544418331,0.282172671,0.335865076,0.378183853,0.157026833,0.123100471,0.101835543,0.075957341,0.05779701,0.059695939,0.038289499,0.023470087,0.04182503,0.064809315,0.051019074,0.05017094,0.050628332,0.048041803,0.04666815,0.03052,0.024441296,0.039414342,0.024196315,0.017716701,0.02029969,0.03392427,0.037141923,0.029954582,0.00702175,0.007165678,0.008333392,0.01220964,0.011384612,0.007348342,0.012698324,
China,CHN,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,,,,,,,,,,,0.023993253,0.032616639,0.11028905,0.335981224,2.774860952,3.130640765,4.110752367,4.326610241,5.558011725,11.60101592,12.27971586,9.411791747,6.064354654,6.548045308,6.222999024,5.604862206,2.847170646,4.781693697,3.189602895,4.159924509,5.544459027,3.027049934,2.960101991,2.811118206,1.916080856,1.62342402,1.842321523,1.44303352,0.634591601,1.087277201,2.039051752,1.320584977,1.244093695,1.28559249,1.635063697,2.230614735,2.225524461,1.759830536,1.990286034,0.89905054,1.222573621,1.54520918,1.283486792,1.076140823,0.88810039,0.335243616,0.245866848,0.313804041,0.413038668,0.298457755,0.114304452,0.308578757,
Cote d'Ivoire,CIV,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0.111624718,0.406239016,0.344693538,1.0832562,1.237209969,1.329802717,0.32648342,0.535702692,0.284584624,0.104980259,0.111829078,0.041126034,0.213957481,0.231249911,0.263283894,0.230815868,0.380359774,0.319862757,0.101604151,0.162964832,0.308013121,0.184450909,0.449871788,0.547536158,0.868358243,2.127191625,3.706273475,2.9298475,3.236851984,1.553236087,1.976075168,2.385687665,2.016107139,1.320892249,0.691789501,0.366602851,0.384370728,0.811412808,0.930497053,0.857465004,0.371217181,0.700172901,
Cameroon,CMR,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,,,,,,,,,,,,0,0,0,0,0,0,0.078181718,0.836814307,4.766932753,6.69649817,5.878044278,2.878521665,6.027636852,7.82271435,9.978621147,2.364863141,4.549422046,3.732091272,7.612627997,8.684508776,4.65315901,4.741992782,3.087989384,3.966666826,3.764546856,4.215947934,4.600788844,2.051675403,2.739308817,5.653501063,3.597171992,3.052841079,2.316763952,2.759394459,5.284394334,6.183429692,6.039588918,7.121075841,3.186419384,4.141914217,5.258043107,5.261703448,4.195976853,3.678356287,1.896643445,1.555469401,2.197075628,2.784301337,2.422693976,1.280587793,2.361599532,
"Congo, Dem. Rep.",COD,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,,,,,,,,,,,,0,0,0,0,0.001672163,0.731758082,0.646473547,0.371763446,1.162432084,0.972185772,0.748745255,0.293930092,0.835279058,1.723319828,2.145371579,0.635779191,1.389674254,0.926352687,1.464544846,2.067380839,1.019458875,1.180859786,0.838477705,1.381939099,1.80440473,2.195152582,1.820308121,0.797078596,1.739757066,0.862629545,1.717287797,1.452143369,1.593530421,2.137523297,2.664131543,2.583331837,2.54642185,2.832935681,1.379073937,1.806062912,2.442843202,2.057359502,1.562459598,1.057458116,0.345534122,0.30667811,0.659902411,0.783495114,0.629309383,0.358850561,0.649836903,
"Congo, Rep.",COG,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,,,,,,,,,,,0.011560284,0.003098437,0.186200888,1.518857801,24.26203197,13.13857417,15.42024852,16.50019234,17.13345525,37.93936256,29.34999296,17.87363885,7.250923569,17.9104655,22.33191398,24.16759692,9.916653959,18.24647671,17.28790242,31.99039383,37.06798529,20.70375803,23.3587406,27.28257834,32.48355835,31.39052481,34.24662908,38.84298156,23.40262906,34.47092168,55.95336655,43.29244156,40.63391025,32.82032282,36.75741816,44.94561738,50.12080934,43.95363531,48.86037357,32.01939237,40.94102516,48.66613315,38.08752461,29.6858074,24.82263998,12.27467007,12.8004972,25.02277683,38.24871589,35.85179911,22.40841254,34.38288091,
Colombia,COL,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,,,,,,,,,,,0.453852135,0.685517418,0.657317983,0.929423165,3.982912352,3.338214803,2.86098892,1.785355402,1.565592337,3.250820635,3.402445883,2.798064537,1.672304606,2.439668139,2.66352852,2.921835664,2.147543624,4.292962498,2.875863842,4.664610247,5.857251805,3.020737171,2.832291703,2.456198702,1.946744105,2.53983784,3.290621715,2.73078986,1.797521391,3.891822808,5.136914574,3.389529121,3.472349145,3.700733133,3.846402849,4.661875302,5.146279561,4.237089282,5.533926293,3.270492683,4.392079787,6.932640672,6.205321688,5.874122178,5.263761782,2.627708088,1.861767318,2.42584235,3.640066604,3.142710082,1.562797903,3.424024876,
Comoros,COM,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Cabo Verde,CPV,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Costa Rica,CRI,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.028390807,0.037459598,0.061378151,0.132634571,0.14565511,0.177661149,0.177814057,0.044248922,0,0,0.064985027,0.057758425,0.051830151,0.020096058,0.015867746,0.005855535,0.009007225,0.006986348,0.003415908,0.008965794,
